TIME/DELAY,ACTION/COMMENT,COMMAND,BYTE 0,BYTE_1,BYTE_2,BYTE_3,BYTE_4,BYTE_5,BYTE_6,BYTE_7,BYTE_8,BYTE_9,ARG_0,ARG_1,ARG_2,ARG_3,ARG_4,ARG_5,Hex-DATA1,Hex-DATA2,Hex-DATA3
2023-12-17 14:55:00,Send_Command-Payload OFF ,POWER_OFF_PAYLOAD,0,0x20,0xA0,0x04,0x0,0x00,0x00,0x00,0x00,0x89,0xF8,,,,,,,
2023-12-17 14:55:00,Payload OFF In Sunlit
2023-12-17T14:56:00,Send_Command-Nadir_Point,ADCS_ATT_CTL_POINT_NADIR,0,0x10,0xA0,0x13,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
60,Send_Command-Payload_ON ,POWER_ON_PAYLOAD,0,0x20,0xA1,0x04,0x0,0x00,0x00,0x00,0x00,0x31,0x99,,,,,,,
2023-12-17 15:03:00,Send_Command-Payload OFF ,POWER_OFF_PAYLOAD,0,0x20,0xA0,0x04,0x0,0x00,0x00,0x00,0x00,0x89,0xF8,,,,,,,
2023-12-17 15:03:00,Payload OFF In Sunlit
2023-12-17T15:04:00,Send_Command-Nadir_Point,ADCS_ATT_CTL_POINT_NADIR,0,0x10,0xA0,0x13,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
60,Send_Command-Payload_ON ,POWER_ON_PAYLOAD,0,0x20,0xA1,0x04,0x0,0x00,0x00,0x00,0x00,0x31,0x99,,,,,,,
2023-12-17 15:10:00,Send_Command-Payload OFF ,POWER_OFF_PAYLOAD,0,0x20,0xA0,0x04,0x0,0x00,0x00,0x00,0x00,0x89,0xF8,,,,,,,
2023-12-17 15:10:00,Payload OFF In Sunlit
2023-12-17T15:11:00,Send_Command-Nadir_Point,ADCS_ATT_CTL_POINT_NADIR,0,0x10,0xA0,0x13,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
60,Send_Command-Payload_ON ,POWER_ON_PAYLOAD,0,0x20,0xA1,0x04,0x0,0x00,0x00,0x00,0x00,0x31,0x99,,,,,,,
2023-12-17 15:18:00,Send_Command-Payload OFF ,POWER_OFF_PAYLOAD,0,0x20,0xA0,0x04,0x0,0x00,0x00,0x00,0x00,0x89,0xF8,,,,,,,
2023-12-17 15:18:00,Payload OFF In Sunlit
2023-12-17 15:19:00,Eclipse
2023-12-17 15:54:00,Payload OFF In Sunlit
2023-12-17T15:59:00,Send_Command-Nadir_Point,ADCS_ATT_CTL_POINT_NADIR,0,0x10,0xA0,0x13,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x02,0x00,0x00,0x00,0x00,
60,Send_Command-Payload_ON ,POWER_ON_PAYLOAD,0,0x20,0xA1,0x04,0x0,0x00,0x00,0x00,0x00,0x31,0x99,,,,,,,
2023-12-17 16:04:00,Send_Command-Payload OFF ,POWER_OFF_PAYLOAD,0,0x20,0xA0,0x04,0x0,0x00,0x00,0x00,0x00,0x89,0xF8,,,,,,,
